program_id,milestones_missed,burn_rate,stakeholder_count,at_risk
295,27,0.047,477.86,1
296,3,0.269,169.85,0
297,12,0.324,381.03,1
298,58,0.393,110.83,0
299,21,0.306,70.56,0
300,51,0.341,212.14,0
301,23,0.128,155.59,0
302,46,0.113,381.33,1
303,25,0.092,124.77,0
304,26,0.443,199.38,0
305,22,0.035,78.05,0
306,9,0.184,487.66,1
307,14,0.386,87.39,0
308,16,0.286,264.87,0
309,58,0.487,285.97,1
310,48,0.01,252.34,0
311,18,0.122,125.86,0
312,30,0.221,420.98,1
313,35,0.313,440.13,1
314,10,0.121,482.79,1
315,40,0.436,305.55,1
316,34,0.007,62.3,0
317,15,0.1,463.7,1
318,35,0.371,175.22,0
319,11,0.041,223.54,0
320,10,0.268,187.06,0
321,33,0.146,264.43,0
322,32,0.053,429.4,1
323,23,0.386,280.75,0
324,35,0.384,89.49,0
325,52,0.274,255.77,0
326,47,0.041,358.17,1
327,44,0.469,190.45,0
328,6,0.46,420.43,1
329,35,0.213,228.86,0
330,4,0.157,231.29,0
331,8,0.093,11.64,0
332,22,0.29,414.25,1
333,18,0.376,332.2,1
334,33,0.396,493.83,1
335,15,0.029,332.08,1
336,7,0.092,424.01,1
337,30,0.099,409.4,1
338,57,0.411,126.22,0
339,4,0.134,467.27,1
340,30,0.0,257.27,0
341,42,0.392,330.4,1
342,35,0.401,173.14,0
343,4,0.499,162.28,0
344,12,0.28,273.55,0
345,28,0.137,328.86,1
346,28,0.08,238.07,0
347,15,0.053,259.77,0
348,6,0.351,112.54,0
349,53,0.042,231.2,0
350,46,0.07,454.17,1
351,34,0.098,459.41,1
352,45,0.232,428.26,1
353,56,0.134,329.2,1
354,13,0.497,492.14,1
355,15,0.464,407.61,1
356,30,0.078,59.45,0
357,8,0.389,213.78,0
358,5,0.168,399.0,1
359,49,0.363,271.67,1
360,46,0.304,434.54,1
361,45,0.169,62.68,0
362,44,0.117,359.99,1
363,16,0.306,484.2,1
364,29,0.496,395.82,1
365,19,0.188,19.9,0
366,3,0.241,206.93,0
367,28,0.191,463.45,1
368,38,0.467,230.59,0
369,30,0.05,207.65,0
370,34,0.445,133.73,0
371,53,0.122,77.51,0
372,17,0.232,102.51,0
373,24,0.317,171.37,0
374,23,0.32,319.15,1
375,30,0.088,351.83,1
376,2,0.08,496.24,1
377,6,0.133,433.87,1
378,12,0.03,358.81,1
379,43,0.419,199.77,0
380,35,0.417,310.42,1
381,47,0.237,391.74,1
382,34,0.165,227.36,0
383,53,0.08,97.68,0
384,47,0.489,294.0,1
385,18,0.309,385.12,1
386,36,0.203,70.01,0
387,16,0.364,273.28,0
388,20,0.063,356.0,1
389,2,0.191,372.95,1
390,38,0.335,204.85,0
391,31,0.012,302.15,1
392,54,0.306,416.65,1
393,56,0.103,254.73,1
394,57,0.142,61.96,0
395,18,0.172,136.79,0
396,6,0.247,196.06,0
397,10,0.233,86.15,0
398,11,0.432,475.8,1
399,23,0.357,135.78,0
400,54,0.363,253.96,0
401,50,0.498,360.29,1
402,43,0.107,341.23,1
403,41,0.285,268.72,1
404,58,0.219,135.46,0
405,26,0.321,166.86,0
406,27,0.01,368.54,1
407,12,0.286,18.73,0
408,54,0.396,339.97,1
409,26,0.47,162.03,0
410,59,0.072,272.95,1
411,41,0.482,130.93,0
412,17,0.202,490.36,1
413,28,0.313,268.51,0
414,6,0.248,346.86,1
415,11,0.219,415.98,1
416,24,0.058,232.92,0
417,59,0.121,443.21,1
418,43,0.36,451.6,1
419,9,0.017,38.48,0
420,42,0.102,434.32,1
421,32,0.485,85.98,0
422,25,0.422,82.37,0
423,20,0.276,196.31,0
424,32,0.454,302.81,1
425,21,0.003,245.86,0
426,18,0.117,133.44,0
427,52,0.316,338.28,1
428,49,0.342,29.64,0
429,28,0.395,440.65,1
430,12,0.371,79.1,0
431,6,0.256,485.59,1
432,5,0.328,493.0,1
433,6,0.199,485.02,1
434,37,0.171,275.33,1
435,45,0.328,439.52,1
436,1,0.401,420.55,1
437,50,0.306,449.36,1
438,5,0.236,449.82,1
439,4,0.205,390.5,1
440,29,0.401,145.46,0
441,36,0.384,237.43,0
442,18,0.185,371.63,1
443,16,0.297,48.42,0
444,40,0.189,101.68,0
445,8,0.053,225.38,0
446,24,0.378,431.86,1
447,23,0.417,323.01,1
448,53,0.01,304.5,1
449,16,0.089,379.67,1
450,37,0.437,363.94,1
451,52,0.208,291.8,1
452,42,0.363,330.43,1
453,32,0.027,286.45,1
454,24,0.446,280.18,0
455,21,0.137,244.81,0
456,27,0.098,465.56,1
457,44,0.031,205.8,0
458,53,0.168,173.14,0
459,48,0.029,467.14,1
460,37,0.351,204.23,0
461,24,0.251,490.25,1
462,35,0.287,381.25,1
463,55,0.352,199.91,0
464,13,0.012,234.36,0
465,41,0.398,285.08,1
466,22,0.127,59.36,0
467,42,0.199,398.44,1
468,3,0.495,59.77,0
469,31,0.23,291.84,1
470,13,0.48,158.25,0
471,36,0.339,79.85,0
472,29,0.49,40.34,0
473,28,0.436,478.72,1
474,48,0.482,49.82,0
475,44,0.092,308.53,1
476,11,0.33,482.68,1
477,31,0.395,354.9,1
478,22,0.451,399.56,1
479,47,0.274,220.44,0
480,28,0.066,213.72,0
481,58,0.273,345.17,1
482,32,0.125,393.55,1
483,10,0.362,494.58,1
484,50,0.165,254.07,0
485,26,0.4,305.58,1
486,11,0.275,367.29,1
487,56,0.124,33.94,0
488,39,0.087,204.36,0
489,44,0.315,345.88,1
490,14,0.244,142.68,0
491,9,0.115,337.52,1
492,56,0.143,355.4,1
493,2,0.08,459.67,1
494,6,0.426,125.91,0
495,50,0.001,174.04,0
496,30,0.222,197.87,0
497,22,0.499,205.37,0
498,2,0.251,287.54,0
499,19,0.37,13.5,0
500,17,0.088,313.87,1
501,17,0.127,107.76,0
502,43,0.378,357.71,1
503,30,0.14,137.4,0
504,10,0.09,403.29,1
505,4,0.273,460.07,1
506,35,0.086,495.13,1
507,49,0.423,343.42,1
508,29,0.057,145.65,0
509,4,0.333,215.64,0
510,54,0.369,99.82,0
511,25,0.45,86.71,0
512,26,0.436,328.09,1
513,53,0.386,446.39,1
514,5,0.26,174.54,0
515,22,0.2,225.58,0
516,1,0.323,380.58,1
517,21,0.491,332.84,1
518,19,0.034,319.91,1
519,39,0.048,333.63,1
520,45,0.44,140.95,0
521,1,0.124,102.88,0
522,50,0.332,151.32,0
523,35,0.168,310.75,1
524,41,0.481,326.02,1
525,35,0.002,148.16,0
526,26,0.017,356.41,1
527,14,0.289,78.26,0
528,42,0.366,17.32,0
529,38,0.04,336.02,1
530,33,0.144,387.8,1
531,9,0.098,214.94,0
532,55,0.151,290.98,1
533,28,0.097,139.57,0
534,46,0.29,115.21,0
535,27,0.136,141.28,0
536,44,0.097,386.48,1
537,33,0.224,34.55,0
538,41,0.23,103.34,0
539,16,0.337,225.73,0
540,45,0.481,56.6,0
541,24,0.364,231.99,0
542,19,0.127,258.84,0
543,14,0.079,11.11,0
544,41,0.111,195.39,0
545,30,0.134,35.49,0
546,2,0.047,50.79,0
547,56,0.019,455.92,1
548,52,0.08,67.61,0
549,40,0.445,359.71,1
550,20,0.174,111.41,0
551,36,0.1,365.29,1
552,10,0.388,239.94,0
553,29,0.014,105.64,0
554,2,0.227,356.88,1
555,34,0.114,288.03,1
556,16,0.224,324.68,1
557,25,0.16,21.9,0
558,23,0.239,354.88,1
559,11,0.336,117.86,0
560,24,0.14,259.9,0
561,16,0.368,52.21,0
562,41,0.268,487.37,1
563,22,0.192,492.52,1
564,1,0.382,382.72,1
565,52,0.336,386.78,1
566,58,0.124,91.22,0
567,1,0.036,26.47,0
568,19,0.159,239.67,0
569,57,0.456,66.56,0
570,47,0.472,114.19,0
571,46,0.172,159.71,0
572,2,0.411,143.06,0
573,37,0.078,42.39,0
574,19,0.064,443.74,1
575,18,0.487,212.38,0
576,36,0.244,495.65,1
577,6,0.326,310.14,1
578,35,0.002,342.35,1
579,46,0.116,126.94,0
580,47,0.431,246.53,0
581,42,0.286,319.33,1
582,40,0.292,149.11,0
583,29,0.071,161.97,0
584,42,0.046,112.91,0
585,42,0.122,33.09,0
586,28,0.282,117.7,0
587,26,0.487,281.47,0
588,14,0.181,314.51,1
589,44,0.045,200.52,0
590,25,0.384,337.53,1
591,22,0.325,495.43,1
592,38,0.087,329.73,1
593,19,0.39,383.81,1
594,28,0.023,24.25,0
595,23,0.399,283.85,0
596,27,0.023,215.39,0
597,37,0.448,78.26,0
598,46,0.238,32.32,0
599,12,0.018,317.78,1
600,38,0.402,192.27,0
601,10,0.461,303.18,1
602,35,0.151,91.85,0
603,35,0.469,227.65,0
604,36,0.331,169.08,0
605,27,0.126,273.96,0
606,50,0.121,29.32,0
607,53,0.474,293.41,1
608,52,0.003,41.68,0
609,59,0.399,360.53,1
610,52,0.486,280.23,1
611,19,0.061,208.66,0
612,6,0.083,59.68,0
613,25,0.28,56.21,0
614,45,0.156,255.87,0
615,36,0.196,167.96,0
616,25,0.448,45.99,0
617,12,0.209,33.77,0
618,24,0.446,394.22,1
619,47,0.131,28.03,0
620,58,0.01,133.32,0
621,58,0.401,321.57,1
622,2,0.289,33.33,0
623,10,0.062,337.17,1
624,40,0.366,361.43,1
625,17,0.364,273.73,0
626,48,0.124,115.79,0
627,29,0.021,248.27,0
628,27,0.223,302.11,1
629,27,0.186,479.34,1
630,29,0.155,263.75,0
631,47,0.387,102.54,0
632,26,0.229,127.48,0
633,45,0.293,300.94,1
634,53,0.322,358.73,1
635,55,0.359,84.88,0
636,43,0.458,484.1,1
637,38,0.299,29.15,0
638,18,0.205,266.8,0
639,15,0.206,484.04,1
640,27,0.261,397.02,1
641,15,0.037,313.89,1
642,36,0.223,31.08,0
643,42,0.229,325.61,1
644,59,0.144,21.23,0
645,55,0.392,496.75,1
646,26,0.134,323.68,1
647,32,0.093,151.64,0
648,23,0.3,383.65,1
649,21,0.207,315.8,1
650,59,0.459,183.83,0
651,6,0.14,342.26,1
652,55,0.477,252.65,0
653,37,0.147,121.4,0
654,45,0.306,138.49,0
655,33,0.329,432.45,1
656,12,0.456,37.89,0
657,19,0.231,26.56,0
658,23,0.188,25.3,0
659,31,0.385,127.9,0
660,12,0.031,118.0,0
661,18,0.474,499.35,1
662,16,0.401,472.52,1
663,1,0.446,168.7,0
664,35,0.19,431.99,1
665,36,0.484,276.04,1
666,14,0.184,157.94,0
667,40,0.113,103.9,0
668,25,0.433,480.22,1
669,58,0.378,247.03,0
670,2,0.316,15.66,0
671,54,0.011,13.25,0
672,55,0.143,454.97,1
673,44,0.331,484.59,1
674,11,0.276,221.37,0
675,6,0.207,362.5,1
676,2,0.335,241.72,0
677,12,0.468,82.48,0
678,17,0.265,263.41,0
679,6,0.277,163.62,0
680,34,0.188,31.52,0
681,37,0.289,485.88,1
682,6,0.403,444.57,1
683,6,0.318,13.02,0
684,5,0.48,225.35,0
685,10,0.354,64.3,0
686,52,0.151,126.83,0
687,38,0.209,116.99,0
688,58,0.299,270.15,1
689,48,0.26,307.45,1
690,26,0.438,43.75,0
691,55,0.376,69.19,0
692,40,0.416,313.2,1
693,49,0.096,18.06,0
694,47,0.496,461.35,1
695,49,0.098,389.25,1
696,52,0.279,133.71,0
697,24,0.304,290.53,1
698,59,0.176,425.62,1
699,9,0.17,83.25,0
700,57,0.438,65.74,0
701,19,0.222,302.47,1
702,42,0.023,461.25,1
703,39,0.178,237.0,0
704,21,0.346,310.7,1
705,38,0.195,59.24,0
706,32,0.325,332.73,1
707,53,0.207,37.04,0
708,49,0.369,327.82,1
709,14,0.356,306.61,1
710,24,0.447,65.36,0
711,3,0.317,258.86,0
712,16,0.153,413.17,1
713,42,0.189,15.25,0
714,20,0.363,475.89,1
715,8,0.146,25.61,0
716,34,0.463,289.64,1
717,40,0.194,384.62,1
718,57,0.439,197.8,0
719,31,0.312,225.37,0
720,18,0.247,436.83,1
721,9,0.26,451.87,1
722,29,0.004,389.89,1
723,39,0.084,350.07,1
724,33,0.346,267.86,0
725,13,0.165,441.92,1
726,7,0.407,148.46,0
727,52,0.078,480.82,1
728,3,0.336,438.04,1
729,21,0.152,226.55,0
730,12,0.141,419.36,1
731,53,0.027,167.31,0
732,27,0.436,190.6,0
733,31,0.04,168.64,0
734,37,0.331,435.75,1
735,45,0.173,401.91,1
736,1,0.34,57.38,0
737,20,0.475,419.25,1
738,13,0.085,263.13,0
739,4,0.152,164.98,0
740,39,0.186,32.68,0
741,57,0.393,350.94,1
742,3,0.101,323.06,1
743,47,0.17,248.42,0
744,25,0.118,34.27,0
745,48,0.184,352.8,1
746,4,0.432,44.93,0
747,25,0.067,18.43,0
748,45,0.43,374.64,1
749,59,0.136,117.21,0
750,57,0.39,483.81,1
751,19,0.345,99.63,0
752,9,0.129,111.33,0
753,47,0.452,459.87,1
754,43,0.455,377.36,1
755,4,0.324,348.86,1
756,44,0.222,355.03,1
757,34,0.134,352.6,1
758,38,0.481,264.43,0
759,6,0.139,333.08,1
760,5,0.0,51.82,0
761,32,0.388,349.65,1
762,38,0.015,199.71,0
763,13,0.248,156.42,0
764,33,0.357,436.16,1
765,59,0.267,121.03,0
766,13,0.282,293.72,0
767,8,0.315,374.22,1
768,14,0.237,246.12,0
769,49,0.404,231.56,0
770,47,0.355,426.59,1
771,43,0.041,197.07,0
772,52,0.026,375.37,1
773,56,0.44,173.18,0
774,40,0.158,447.22,1
775,51,0.279,26.07,0
776,29,0.267,458.92,1
777,24,0.264,323.82,1
778,31,0.318,77.38,0
779,19,0.095,273.85,0
780,13,0.157,96.02,0
781,29,0.439,274.4,0
782,44,0.193,166.28,0
783,35,0.001,470.49,1
784,41,0.148,416.07,1
785,23,0.018,205.43,0
786,14,0.152,110.33,0
787,34,0.019,332.86,1
788,44,0.012,282.17,1
789,10,0.093,291.47,0
790,31,0.223,309.54,1
791,31,0.416,155.23,0
792,51,0.291,49.13,0
793,41,0.211,306.86,1
794,30,0.494,25.93,0
795,33,0.333,56.87,0
796,53,0.298,391.07,1
797,50,0.376,317.2,1
798,22,0.325,191.42,0
799,33,0.474,72.2,0
800,38,0.259,35.47,0
